seed,state,rep,requested_l1,actual_l1,margin,group,anchored_gap,q_error,decision_flip,strict_flip,policy_loss
11,7,0,0.7,0.6999999999999998,0.8420832910315701,wide,0.7485157653828836,0.09979046515768353,0,0,0.0
11,7,1,0.7,0.7,0.8420832910315701,wide,0.7011370966404833,0.1503201693427343,0,0,0.007162648219040335
11,7,2,0.7,0.7000000000000001,0.8420832910315701,wide,0.8170296302595874,0.026719916392000442,0,0,0.0
11,7,3,0.7,0.6999999999999998,0.8420832910315701,wide,0.5753508610875944,0.28447212932278987,0,0,0.007162648219040335
11,7,4,0.7,0.6999999999999998,0.8420832910315701,wide,0.5733452373119299,0.28661114206377647,0,0,0.007162648219040335
11,8,0,0.05,0.04999999999999965,0.36849316859469194,narrow,0.32973972696190845,0.0443885421350636,0,0,0.0
11,8,1,0.05,0.05,0.36849316859469194,narrow,0.33719861245143257,0.03584506731366499,0,0,0.0
11,8,2,0.05,0.05000000000000012,0.36849316859469194,narrow,0.3254938377465759,0.04925182199861222,0,0,0.0
11,8,3,0.05,0.050000000000000135,0.36849316859469194,narrow,0.33139681863618264,0.04249049436160934,0,0,0.0
11,8,4,0.05,0.050000000000000336,0.36849316859469194,narrow,0.3274542346405376,0.047006365686530494,0,0,0.0
11,8,0,0.15,0.14999999999999938,0.36849316859469194,narrow,0.33011622612243663,0.043957296595405815,0,0,0.0
11,8,1,0.15,0.14999999999999988,0.36849316859469194,narrow,0.26402143341325157,0.11966286924829905,0,0,0.007162648219040335
11,8,2,0.15,0.15000000000000058,0.36849316859469194,narrow,0.2717738656326434,0.11078316335066596,0,0,0.007162648219040335
11,8,3,0.15,0.15,0.36849316859469194,narrow,0.2748363505683784,0.10727536543956706,0,0,0.007162648219040335
11,8,4,0.15,0.14999999999999997,0.36849316859469194,narrow,0.27699867443198567,0.10479862015230346,0,0,0.007162648219040335
11,8,0,0.35,0.35,0.36849316859469194,narrow,0.1729648456685995,0.22395990743341088,0,0,0.007162648219040335
